timestamp,user_id,pixel_color,coordinate
2022-04-04 00:53:51.577 UTC,ovTZk4GyTS1mDQnTbV+vDOCu1f+u6w+CkIZ6445vD4XN8alFy/6GtNkYp5MSic6Tjo/fBCCGe6oZKMAN3rEZHw==,#00CCC0,"826,1048"
2022-04-04 00:56:44.833 UTC,v8gnoFQMs4Fa8yMNx7zEkahO/OBpFgZ8QHuBx+17o22//WjbIcdYLSh4j74O6nAMt7d/X2/i40JfiAdVdzLQ3w==,#94B3FF,"890,971"
2022-04-04 01:00:31.592 UTC,WspSSSBA7P9BjYtXRsvWq3O/eBSZpChqdC21EOLeAIwHJJDAGSzNO7PIA/gEEUL+T0gM5J7tEltTJ8VAzNQiqg==,#94B3FF,"1799,1109"
2022-04-04 01:02:38.571 UTC,rbkTfF2LnD2SQ/Q4dRVHggyE3HnnDN4Iek8dYl99JU/Odf1/DZ6F+2ptoyOTl+g4xZ/OOvw6Nuuqo6c3Fk7ogw==,#94B3FF,"586,1031"
2022-04-04 01:05:26.666 UTC,m2B+AsEGj4PHY2f1Jq2vNLTNaKh1XYe8SeOzliczW+yqAi0w5XAk29mU7iCLym9loc5PmXPu7F81mfYO4irp3w==,#94B3FF,"144,452"
2022-04-04 01:08:32.9 UTC,feoPaOc+yGPsRglml6TdZ7tMUkPVSOLcDMeCkqqnkl62yeAAQAfG3daCrOuSb0kPanaX6Y/mAOvvXi6PsmoW7w==,#94B3FF,"1709,1524"
2022-04-04 01:11:37.253 UTC,HuIcLTSKrwUlpKPqbJI3tKM1A8jRrHVoOIj/Z4SPwKTSm7IT1DogLWeJeLZw1QZZKnw1/ugoJavPanPx/PBzNg==,#00CCC0,"1970,1706"
2022-04-04 01:14:57.165 UTC,LfITyeyZd+Rw4OU9FoZU+gPGLleDIAGq/OAntYtLphetSdGM8qF5e9YBJfwlYl4IQIahkLrw64JWHyHQ9qJ17w==,#009EAA,"1020,656"
2022-04-04 01:17:36.352 UTC,Sywn1h2cQ8gy5K3MdI5uqMvuFUT6VjqqHqh61tkUzniQItgbtrBe5GlIhaT7HYtxmuZcnZNMUkh50+WKRhdxCw==,#94B3FF,"1160,1038"
